path,location,artifact_type,classification,reason,size_bytes,modified_iso,sha256,migration_recommendation,sensitivity
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/negative/independent_gold_system.yaml,target_workspace,existing_target_file,canonical_optional,"negative fixture for gate/checker validation, not production content",251,2026-07-06T00:23:48.990385-07:00,7ef5192af176dfe9bc8552a6aba51aa2944b950157a5a9a4953136a09ab48be9,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/negative/missing_capability_consumption_hint.yaml,target_workspace,existing_target_file,canonical_optional,"negative fixture for gate/checker validation, not production content",709,2026-07-06T00:09:50.376786-07:00,a1d4a2a83e29d1dcf862593501a73ec76154bf0502fe9a4e6f0099487ef7a2c3,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/negative/missing_source_anchor.yaml,target_workspace,existing_target_file,canonical_optional,"negative fixture for gate/checker validation, not production content",721,2026-07-06T00:09:50.376786-07:00,9f798d89fed00053e82b07dd2b42bcc34b0966f5e89a5fd7c15e190830167281,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/negative/readiness_true.yaml,target_workspace,existing_target_file,canonical_optional,"negative fixture for gate/checker validation, not production content",707,2026-07-06T00:09:50.376786-07:00,99e9d31879976ba8591e628647f7d54f954599dc6c8b9b99d04cd4e6fe591607,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/negative/rich_body_missing_nested_blocks.yaml,target_workspace,existing_target_file,canonical_optional,"negative fixture for gate/checker validation, not production content",847,2026-07-06T02:43:03.451766-07:00,a5bf7aa8f34b3a7dd3e5352de47b422f5300cbc7a1df201cad76ddc03ae0b081,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/negative/serving_passage_text_generated.yaml,target_workspace,existing_target_file,canonical_optional,"negative fixture for gate/checker validation, not production content",333,2026-07-06T00:09:50.376786-07:00,36789a9fbdde1254b0f0ae67f470e35daefa7d2e49fe232ee29a897030ab6406,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/rich_body_nested_shape.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",1125,2026-07-06T02:42:55.598100-07:00,2ca23d432273ca958d457ed51bc5634d5dfcee753bff748cc2b1886f5d54dc46,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_batch_lockfile.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",957,2026-07-06T00:26:51.442538-07:00,65e7b32c093b800b4636ac26240b297ce8ba881b3e47533d69f3ee93c3dbde73,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_candidate_with_source_anchor.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",1993,2026-07-06T00:09:50.376786-07:00,a0f51d01d10715769d7e7d2ccb8c25ce23db49075fe39dc5b2b33ba3d939d5fe,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_declared_semantics_alignment.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",552,2026-07-06T00:23:48.990385-07:00,5e966d5220931b3f3ff354ba8d14fef50bc0e4e29e87c1cddca7d10c2fb0323c,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_fingerprint_registry.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",810,2026-07-06T00:23:48.990385-07:00,260c655c51ecd24486bed34b3c0f000be9289896a8c1c9a21bfab78fa7dbb49e,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_gold_hook_candidate.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",422,2026-07-06T00:09:50.376786-07:00,74f94348737ab78c157fcbcb7316f2863f3a0a8cd302ad98a55e9b0424770dea,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_rich_body_blocks.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",1099,2026-07-06T00:09:50.376786-07:00,c031d6fe8b16d4a417b0fc93578928cd6157f257dd3805bd46b50151cd030547,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/fixtures/gkb_intake/positive/valid_serving_spec_candidate.yaml,target_workspace,existing_target_file,canonical_optional,"positive fixture for gate/checker validation, not production content",320,2026-07-06T00:23:48.990385-07:00,bad084dc42ead6d005f5716db022e685f7fcf3c3e3e09901a05be894f7640f61,retain only if adopting local checker suite,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/AGENTS.md,target_workspace,existing_target_file,canonical_optional,governance instruction file,1528,2026-07-05T23:50:28.296056-07:00,e3ee6bc4b2a1f8551b1fa3cd75547b5c7bfcd16a6451d08d7f3a212138c033fa,retain and reconcile with new workspace README/status manifest,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/cso_signal_candidate_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,397,2026-07-06T00:08:58.628783-07:00,d6782223c93eb76b440cf33e3cd1489dcf3ae7ad9adcd6804a40d7b0f45ffbfb,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/forbidden_scope_policy.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,710,2026-07-06T00:08:58.628783-07:00,1c226bb2a6d603e0882c2f3417766389978a6b7dc259d012904584f4eeecdf25,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/gold_hook_candidate_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,456,2026-07-06T00:08:58.628783-07:00,bec01fb4ff01eeef1a06b80b275d26f344c19b6b3abe205bfcd08d3218864e83,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/gpt55_gkb_card_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,1534,2026-07-06T00:08:58.628783-07:00,b9b2ee85a5b1194ef460e2223a9cb22c575f148d783ca73ef5bd3fdc9467f536,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/gpt55_gkb_intake_manifest.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,984,2026-07-06T01:28:41.079845-07:00,8147e48f764c9d08d3900857a038343222f4130576875aea8de54281e4da06f0,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/knowledge_runtime_readiness_assertions.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,517,2026-07-06T00:08:58.628783-07:00,4ba512e9c021f95dcbafd83c29fe8c0451d333190b23b69ff41688bf3657c2fb,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/l2_l3_execution_asset_candidate_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,480,2026-07-06T00:08:58.628783-07:00,e5e58999eba4101180a9e9c7443f9dc271d53c59f6b86ed76000c901d782ebbf,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/relation_edge_candidate_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,495,2026-07-06T00:08:58.628783-07:00,dd36f7f7c06ba800a4a40d37976437d508d8c2baf4a2b6dae8e9600d58819e5b,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/rich_body_blocks_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,786,2026-07-06T00:08:58.628783-07:00,fdb15e85bcbbf1725cf2ea631a7194a7056b0aaa841fb53c99894983324c3789,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/00_contracts/serving_passage_spec_candidate_contract.v1.yaml,target_workspace,existing_target_file,canonical_optional,GKB intake candidate contract scaffold; adjacent to but not a W7 generation contract lock,535,2026-07-06T00:08:58.628783-07:00,6796bdafea11dd41df511eb098eb1c63de8856718462b175231b10a7adc1b96a,retain_or_reconcile_after_migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/01_source_packs/source_digest_ledger.csv,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,94,2026-07-06T00:08:58.632783-07:00,ae2b2ef09cbb32e2078e6acfc08e6910a4e9dcc48faeb1cbde1edda64bfa5510,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/01_source_packs/source_excerpt_ledger.csv,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,229,2026-07-06T00:55:51.884425-07:00,e4e59bd7ef573d005ff0e1617d4325ed71ee62ae2d3afcec8d1204e37374c6ea,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/01_source_packs/source_pack_manifest.yaml,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,700,2026-07-06T00:08:58.628783-07:00,bea566876b5a1289951adafb0a9492611a27735142e5bb918e010fe0bbd0069e,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/01_source_packs/source_pack_registry.csv,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,219,2026-07-06T00:08:58.628783-07:00,816cd5a82ef1b673cae5888c811f2a35945c535f8c73fbc3bfe2825cce5c3b8c,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_000.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1183,2026-07-06T01:41:12.032714-07:00,65aa9da256bebebe98f08a15f457fdd018ff8b97bd1cce3be4b24e1e041a319b,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_000.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,604,2026-07-06T00:08:58.632783-07:00,d6fee8650077e9adbe2b490e1876611eb86241a8280cc1b1bf26daf14eec9e9e,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_001.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.032807-07:00,5c75e1bb2c0d10665d840c298e7b45e2c32ceb4174708b552abfd40b5911e187,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_001.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,818,2026-07-06T01:28:15.123978-07:00,290019a25e3c99f5a2b72fe84ff9536a406aacfaaa64443102d8eaea085b3319,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_002.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.032850-07:00,b8a8a09a39a396190774c7a8b88c9a4d7d1b3e59d0bf2aaeb9e01132f53efb01,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_002.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,811,2026-07-06T01:28:15.125067-07:00,7f8e3a7a76f445996c2fa85f78c95c2e40d105601e3d60ff3328bcddeb5d0d7b,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_003.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033145-07:00,68c23e894ac8009127fe03dfd771816d863e7f98aeb765545f00605d1d466b97,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_003.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,805,2026-07-06T01:28:15.127331-07:00,d814f4bb635477bf4ebfa554b5f17cc6ad8a5c1d742bf30781765929efcb0faf,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_004.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033234-07:00,7b0ed08996701cceeae802532e40add90b7ed498c851ceac5bf9593a22a7c703,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_004.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,796,2026-07-06T01:28:15.129037-07:00,95e803fa86af617fabf766564ee048006e9700c0ceff3e46abcaa64336af193c,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_005.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033273-07:00,49b3b8629e9e1447487d28a3802637dfd61907de326bf23cac545cbbad738af8,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_005.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,804,2026-07-06T01:28:15.130734-07:00,8b85b2f3bc6790dcc47bbf2d921eba599a63344e9cb68a5e565b20249e2567af,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_006.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033303-07:00,ff6303aa8968f21785e9c6867da27603e33337b810949d3d4d757227f9bc32a1,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_006.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,814,2026-07-06T01:28:15.132460-07:00,0ec19989c32f5216f149ebcb6ca3b850120a88a2044809832c378c0f7252bfdc,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_007.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033344-07:00,38ce007b7f15309e78518f07af49f49e6180927e09333541d32ac8f2c8816b1d,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_007.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,816,2026-07-06T01:28:15.135680-07:00,0bbdea909d3781c6fc9c59fbc6e6fa07e33e54577440400bee7624b1c9175047,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_008.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033376-07:00,dc3fd645531902df53defb92a792c5422d025886d54bba907d6f2d5d7365def8,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_008.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,806,2026-07-06T01:28:15.137273-07:00,55663d0eef15a47cf6d543d52d331999b864116ecea8f2c1637f5a6445a394ec,quarantine_or_regenerate_after_contract_lock,normal
