relation_id,source_draft_id,artifact_kind,subject_ref,subject_type,predicate_id,predicate_family,object_ref,object_type,condition,evidence_requirement,owner_scope,body_proposition_ref,w7_required_relation_ref,relation_status
RDH-SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002-02,SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002,general_knowledge_candidate,SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002:block:failure_signal,knowledge_capsule_section_ref,requires_source_workorder_for_result_claim,evidence_boundary,SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002:block:boundary_guardrail,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,apparel_claim_boundary,failure_signal,连接 RS04-CL02 与 RS04-CL03 的品质证明类型,design_hint_not_ontology_edge
RDH-SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002-03,SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002,general_knowledge_candidate,SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002:block:observable_material,knowledge_capsule_section_ref,downgrades_claim_to_observation,claim_boundary,SEM-V4_7-APPAREL-CLAIM-BOUNDARY-002:block:creative_transfer,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,apparel_claim_boundary,observable_material,连接 P0-00 但不重写为控制面卡,design_hint_not_ontology_edge
RDH-SEM-V4_7-DISPLAY-TO-CONTENT-001-01,SEM-V4_7-DISPLAY-TO-CONTENT-001,execution_asset_outbox_candidate,SEM-V4_7-DISPLAY-TO-CONTENT-001:block:observable_material,knowledge_capsule_section_ref,maps_zone_to_visual_focus,display_execution,SEM-V4_7-DISPLAY-TO-CONTENT-001:block:creative_transfer,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,display_to_content,observable_material,连接Look拆解,design_hint_not_ontology_edge
RDH-SEM-V4_7-DISPLAY-TO-CONTENT-001-02,SEM-V4_7-DISPLAY-TO-CONTENT-001,execution_asset_outbox_candidate,SEM-V4_7-DISPLAY-TO-CONTENT-001:block:core_mechanism,knowledge_capsule_section_ref,orders_capture_steps,display_execution,SEM-V4_7-DISPLAY-TO-CONTENT-001:block:generative_options,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,display_to_content,core_mechanism,连接日常动作观察,design_hint_not_ontology_edge
RDH-SEM-V4_7-DISPLAY-TO-CONTENT-001-03,SEM-V4_7-DISPLAY-TO-CONTENT-001,execution_asset_outbox_candidate,SEM-V4_7-DISPLAY-TO-CONTENT-001:block:boundary_guardrail,knowledge_capsule_section_ref,stops_when_privacy_or_authorization_missing,temporal_execution,SEM-V4_7-DISPLAY-TO-CONTENT-001:block:failure_signal,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,display_to_content,boundary_guardrail,连接SOP演示结构,design_hint_not_ontology_edge
RDH-SEM-V4_7-DISPLAY-TO-CONTENT-002-01,SEM-V4_7-DISPLAY-TO-CONTENT-002,execution_asset_outbox_candidate,SEM-V4_7-DISPLAY-TO-CONTENT-002:block:core_mechanism,knowledge_capsule_section_ref,orders_capture_steps,display_execution,SEM-V4_7-DISPLAY-TO-CONTENT-002:block:generative_options,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,display_to_content,core_mechanism,依赖动作观察框架,design_hint_not_ontology_edge
RDH-SEM-V4_7-DISPLAY-TO-CONTENT-002-02,SEM-V4_7-DISPLAY-TO-CONTENT-002,execution_asset_outbox_candidate,SEM-V4_7-DISPLAY-TO-CONTENT-002:block:observable_material,knowledge_capsule_section_ref,binds_action_to_explanation_slot,temporal_execution,SEM-V4_7-DISPLAY-TO-CONTENT-002:block:creative_transfer,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,display_to_content,observable_material,依赖Look/色彩/区位锚点,design_hint_not_ontology_edge
RDH-SEM-V4_7-DISPLAY-TO-CONTENT-002-03,SEM-V4_7-DISPLAY-TO-CONTENT-002,execution_asset_outbox_candidate,SEM-V4_7-DISPLAY-TO-CONTENT-002:block:boundary_guardrail,knowledge_capsule_section_ref,stops_when_privacy_or_authorization_missing,temporal_execution,SEM-V4_7-DISPLAY-TO-CONTENT-002:block:failure_signal,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,display_to_content,boundary_guardrail,受授权边界约束,design_hint_not_ontology_edge
RDH-SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001-01,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001,control_plane_candidate,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001:block:capsule_question,knowledge_capsule_section_ref,routes_risk_sensitive_item_to_founder_review,control_plane_route,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001:block:boundary_guardrail,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,governance_control_plane,capsule_question,risk_sensitive_item -> founder_review,design_hint_not_ontology_edge
RDH-SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001-02,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001,control_plane_candidate,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001:block:failure_signal,knowledge_capsule_section_ref,blocks_batch_generation_on_unresolved_route,state_guard,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-001:block:downstream_effect,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,governance_control_plane,failure_signal,modeling_conflict -> decision_required,design_hint_not_ontology_edge
RDH-SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002-01,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002,governance_outbox_candidate,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002:block:capsule_question,knowledge_capsule_section_ref,defines_review_only_asset_stub,asset_binding_policy,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002:block:core_mechanism,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,governance_control_plane,capsule_question,route_decision -> allowed_asset_stub,design_hint_not_ontology_edge
RDH-SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002-02,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002,governance_outbox_candidate,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002:block:boundary_guardrail,knowledge_capsule_section_ref,seals_non_production_binding,asset_binding_policy,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002:block:downstream_effect,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,governance_control_plane,boundary_guardrail,review_only_label -> non_production_asset_only,design_hint_not_ontology_edge
RDH-SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002-03,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002,governance_outbox_candidate,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002:block:failure_signal,knowledge_capsule_section_ref,blocks_binding_without_source_or_owner,state_guard,SEM-V4_7-CONTROL-PLANE-GOVERNANCE-002:block:boundary_guardrail,knowledge_capsule_section_ref,"Design hint only; not an ontology edge; subject and object reference capsule, rich body, creative block, or governance notes.",design_hint_only_no_formal_graph_claim,governance_control_plane,failure_signal,slot_completeness -> bindability,design_hint_not_ontology_edge
